State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Type,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,Source,State-Specific Comments,Rate Used in Calculating State Mean and Median
Wisconsin,Care of Acute and Chronic Conditions,Adult Core Set,Plan All-Cause Readmissions: Ages 18 to 64,PCR-AD,Lower rates are better for this measure,Ratio of Observed All-Cause Readmissions to Expected Readmissions: Ages 18 to 64,2020,Medicaid,Administrative,1.039,37,1.0363,1.1449,0.9117,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,Lower rates are better for this measure,"Percentage of Live Births that Weighed Less Than 2,500 Grams",2020,Medicaid only,Administrative,10.1,52,9.7,10.8,8.8,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021 as well as the Centers for Disease Control and Prevention Wide-ranging Online Data for Epidemiologic Research (CDC WONDER) data as of November 24, 2020.",CMS calculated rate using CDC WONDER data.,Yes
Wisconsin,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17,FUH-CH,Higher rates are better for this measure,Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days after Discharge: Ages 6 to 17,2020,Medicaid & CHIP,Administrative,45.7,44,45.6,36.1,56.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 84 percent of the population. Rates exclude FFS population, representing 16 percent of the population.",Yes
Wisconsin,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17,FUH-CH,Higher rates are better for this measure,Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days after Discharge: Ages 6 to 17,2020,Medicaid & CHIP,Administrative,73.5,45,66,59.4,78.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 84 percent of the population. Rates exclude FFS population, representing 16 percent of the population.",Yes
Wisconsin,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6 to 12,2020,Medicaid & CHIP,Administrative,36.6,45,46.6,40.6,52.8,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 84 percent of the population. Rates exclude FFS population, representing 16 percent of the population.",Yes
Wisconsin,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6 to 12,2020,Medicaid & CHIP,Administrative,40.9,44,57.4,50.1,65.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 84 percent of the population. Rates exclude FFS population, representing 16 percent of the population.",Yes
Wisconsin,Behavioral Health Care,Child Core Set,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1 to 17,APP-CH,Higher rates are better for this measure,Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1 to 17,2020,Medicaid & CHIP,Administrative,63.2,39,65,55.1,72.2,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (14 MCOs), representing 84 percent of the population. Rate excludes FFS population, representing 16 percent of the population.",Yes
Wisconsin,Behavioral Health Care,Adult Core Set,Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and older,SAA-AD,Higher rates are better for this measure,Percentage with Schizophrenia or Schizoaffective Disorder who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Age 18 and older,2020,Medicaid,Administrative,62.8,43,62.5,56.6,67,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (14 MCOs), representing 64 percent of the population. Rate excludes FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management: Age 18 and Older,AMM-AD,Higher rates are better for this measure,Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 12 Weeks: Ages 18 to 64,2020,Medicaid,Administrative,66.5,43,53.1,47.5,57.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management: Age 18 and Older,AMM-AD,Higher rates are better for this measure,Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18 to 64,2020,Medicaid,Administrative,49.7,42,37.3,29.9,41.1,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Behavioral Health Care,Adult Core Set,Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64,SSD-AD,Higher rates are better for this measure,"Percentage with Schizophrenia, Schizoaffective Disorder, or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18 to 64",2020,Medicaid,Administrative,78.8,44,80.3,77.3,82.5,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (14 MCOs), representing 64 percent of the population. Rate excludes FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older,FUA-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64,2020,Medicaid,Administrative,16.6,41,15.2,7.8,20.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older,FUA-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18 to 64,2020,Medicaid,Administrative,26.5,41,22.5,11.5,30.1,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older,FUM-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64 ,2020,Medicaid,Administrative,42.1,40,39.6,30.5,49.7,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older,FUM-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18 to 64,2020,Medicaid,Administrative,55,40,52.1,46.6,63.1,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 18 and Older,FUH-AD,Higher rates are better for this measure,Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days after Discharge: Ages 18 to 64,2020,Medicaid,Administrative,38.8,48,33.1,24.1,44.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 18 and Older,FUH-AD,Higher rates are better for this measure, Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days after Discharge: Ages 18 to 64,2020,Medicaid,Administrative,62.2,48,54.7,40.5,65.6,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18 to 64,2020,Medicaid,Administrative,42.1,39,40.8,36.8,43.7,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18 to 64,2020,Medicaid,Administrative,15.8,39,12.5,8,15.2,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage with a New Episode of Opioid Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18 to 64,2020,Medicaid,Administrative,63.7,39,54.9,46.1,63.7,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage with a New Episode of Opioid Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18 to 64,2020,Medicaid,Administrative,41.1,39,30.1,17,39.5,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18 to 64,2020,Medicaid,Administrative,39.7,39,40.5,37.6,44,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18 to 64,2020,Medicaid,Administrative,12.2,39,12.5,9.3,15.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18 to 64,2020,Medicaid,Administrative,43.9,40,42.7,39.3,48.2,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18 to 64,2020,Medicaid,Administrative,18.8,40,16,11.7,19.5,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 11,2020,Medicaid & CHIP,Administrative,65.1,42,72,67.6,77,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 84 percent of the population. Rates exclude FFS population, representing 16 percent of the population.",Yes
Wisconsin,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12 to 18,2020,Medicaid & CHIP,Administrative,57.3,42,64.9,59.1,67.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 84 percent of the population. Rates exclude FFS population, representing 16 percent of the population.",Yes
Wisconsin,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 18,2020,Medicaid & CHIP,Administrative,61.3,42,68.6,63.6,73.5,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 84 percent of the population. Rates exclude FFS population, representing 16 percent of the population.",Yes
Wisconsin,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19 to 50,2020,Medicaid,Administrative,50.3,42,53.7,49.6,55.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 51 to 64,2020,Medicaid,Administrative,58.1,42,54.6,50.7,57.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19 to 64,2020,Medicaid,Administrative,51.9,42,53.7,50.9,56.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 64 percent of the population. Rates exclude FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Wisconsin,Care of Acute and Chronic Conditions,Adult Core Set,Controlling High Blood Pressure: Ages 18 to 85,CBP-AD,Higher rates are better for this measure,Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled: Ages 18 to 64,2020,Medicaid,Hybrid,64,33,59.2,52.6,64.7,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (14 MCOs), representing 64 percent of the population. Rate excludes FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is not available. ",Yes
Wisconsin,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1 to 20,PDENT-CH,Higher rates are better for this measure,Percentage Enrolled in Medicaid or Medicaid Expansion CHIP Programs for at least 90 Continuous Days with at Least 1 Preventive Dental Service: Ages 1 to 20,2020,Medicaid only,Administrative,33.2,50,41.5,35.5,44.5,,"Mathematica analysis of FFY 2020 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b as of July 2, 2021.",None,Yes
Wisconsin,Long-Term Services and Supports,Adult Core Set,National Core Indicators Survey: Age 18 and Older,NCIDDS-AD,Higher rates are better for this measure,"Percentage of people who make choices about their life decisions, including their residence, work, day activity, staff, and roommates",2020,Medicaid,NCI In-Person Survey,58.5,25,68.6,61.2,74.8,,"Mathematica analysis of data submitted by states to NASDDS/HSRI (The NCI National Team) through the Online Data Entry System (ODESA) during the July 1, 2019 through June 30, 2020 data collection period.","Rates include adults in Family Care and the Include, Respect, I Self-Direct (IRIS) Partnership. Funding sources include 1915(b)(c) waiver, HBCS waiver, and 1932(a) state plan program including HBCS waiver services. Denominator is the number of adults responding to the questions; number of adults included in the programs is 31,633. State used a proportionate sample by program/waiver. Data collection was interrupted by COVID-19.",Yes
Wisconsin,Long-Term Services and Supports,Adult Core Set,National Core Indicators Survey: Age 18 and Older,NCIDDS-AD,Higher rates are better for this measure,"Percentage of people who make choices about their everyday lives, including their daily schedule, how to spend money, and free time activities",2020,Medicaid,NCI In-Person Survey,87.7,25,92.9,89.6,93.9,,"Mathematica analysis of data submitted by states to NASDDS/HSRI (The NCI National Team) through the Online Data Entry System (ODESA) during the July 1, 2019 through June 30, 2020 data collection period.","Rates include adults in Family Care and the Include, Respect, I Self-Direct (IRIS) Partnership. Funding sources include 1915(b)(c) waiver, HBCS waiver, and 1932(a) state plan program including HBCS waiver services. Denominator is the number of adults responding to the questions; number of adults included in the programs is 31,633. State used a proportionate sample by program/waiver. Data collection was interrupted by COVID-19.",Yes
Wisconsin,Long-Term Services and Supports,Adult Core Set,National Core Indicators Survey: Age 18 and Older,NCIDDS-AD,Higher rates are better for this measure,Percentage of people who reported they always have a way to get places when they need to go somewhere,2020,Medicaid,NCI In-Person Survey,86.8,25,95,92,96.8,,"Mathematica analysis of data submitted by states to NASDDS/HSRI (The NCI National Team) through the Online Data Entry System (ODESA) during the July 1, 2019 through June 30, 2020 data collection period.","Rates include adults in Family Care and the Include, Respect, I Self-Direct (IRIS) Partnership. Funding sources include 1915(b)(c) waiver, HBCS waiver, and 1932(a) state plan program including HBCS waiver services. Denominator is the number of adults responding to the questions; number of adults included in the programs is 31,633. State used a proportionate sample by program/waiver. Data collection was interrupted by COVID-19.",Yes
Wisconsin,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Timeliness of Prenatal Care,PPC-CH,Higher rates are better for this measure,"Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester, on or before the enrollment start date, or within 42 Days of Enrollment in Medicaid or CHIP",2020,Medicaid & CHIP,Hybrid,89.2,40,84.4,76.7,88.8,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (14 MCOs), representing 84 percent of the population. Rate excludes FFS population, representing 16 percent of the population. Denominator is the sample size; measure-eligible population is not available. ",Yes
Wisconsin,Maternal and Perinatal Health,Adult Core Set,Prenatal and Postpartum Care: Postpartum Care,PPC-AD,Higher rates are better for this measure,Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 7 and 84 Days after Delivery,2020,Medicaid,Hybrid,76.5,39,72.3,65.7,77,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (14 MCOs), representing 64 percent of the population. Rate excludes FFS population, representing 36 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is not available. ",Yes
Wisconsin,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12 to 21,AWC-CH,Higher rates are better for this measure,Percentage with at Least One Well-Care Visit with a Primary Care Practitioner or Obstetrician/Gynecologist: Ages 12 to 21,2020,Medicaid & CHIP,Administrative & Hybrid,47.4,50,53.2,44.8,59.6,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (14 MCOs), representing 84 percent of the population. Rate excludes FFS population, representing 16 percent of the population. Rate was derived using administrative and hybrid method data. Six MCOs used the administrative method and eight MCOs used the hybrid method. Measure-eligible population is not available. ",Yes
Wisconsin,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Higher rates are better for this measure,"Percentage who had a Measles, Mumps, and Rubella (MMR) Vaccination by their Second Birthday",2020,Medicaid & CHIP,Administrative & Hybrid,87.8,42,88.2,85.2,89.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 84 percent of the population. Rates exclude FFS population, representing 16 percent of the population. Rates were derived using administrative and hybrid method data. One MCO used the administrative method and 13 MCOs used the hybrid method. Measure-eligible population is not available. 	",Yes
Wisconsin,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Higher rates are better for this measure,Percentage Up-to-Date on Immunizations (Combination 3) by their Second Birthday,2020,Medicaid & CHIP,Administrative & Hybrid,71.3,42,69.9,62,72.6,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 84 percent of the population. Rates exclude FFS population, representing 16 percent of the population. Rates were derived using administrative and hybrid method data. One MCO used the administrative method and 13 MCOs used the hybrid method. Measure-eligible population is not available. 	",Yes
Wisconsin,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16 to 20,CHL-CH,Higher rates are better for this measure,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16 to 20,2020,Medicaid & CHIP,Administrative,45,47,48.7,45,59.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (14 MCOs), representing 84 percent of the population. Rate excludes FFS population, representing 16 percent of the population.",Yes
Wisconsin,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Higher rates are better for this measure,Percentage Completing the Human Papillomavirus (HPV) Vaccine Series by Their 13th Birthday,2020,Medicaid & CHIP,Administrative & Hybrid,42.8,45,36.5,32.5,41.9,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 84 percent of the population. Rates exclude FFS population, representing 16 percent of the population. Rates were derived using administrative and hybrid method data. Three MCOs used the administrative method and 11 MCOs used the hybrid method. Measure-eligible population is not available. ",Yes
Wisconsin,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Higher rates are better for this measure,Percentage Receiving Meningococcal Conjugate and Tdap Vaccines (Combination 1) by Their 13th Birthday,2020,Medicaid & CHIP,Administrative & Hybrid,77.9,45,79.2,68.5,85.7,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 84 percent of the population. Rates exclude FFS population, representing 16 percent of the population. Rates were derived using administrative and hybrid method data. Three MCOs used the administrative method and 11 MCOs used the hybrid method. Measure-eligible population is not available. ",Yes
Wisconsin,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents: Ages 3 to 17,WCC-CH,Higher rates are better for this measure,Body Mass Index Percentile Documentation: Ages 3 to 17,2020,Medicaid & CHIP,Administrative & Hybrid,50.9,40,73.2,62.2,83.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 84 percent of the population. Rates exclude FFS population, representing 16 percent of the population. Rates were derived using administrative and hybrid method data. Six MCOs used the administrative method and eight MCOs used the hybrid method. Measure-eligible population is not available.",Yes
Wisconsin,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents: Ages 3 to 17,WCC-CH,Higher rates are better for this measure,Counseling for Nutrition: Ages 3 to 17,2020,Medicaid & CHIP,Administrative & Hybrid,17,38,63.1,53.1,74.9,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (14 MCOs), representing 84 percent of the population. Rates exclude FFS population, representing 16 percent of the population. Rates were derived using administrative and hybrid method data. Six MCOs used the administrative method and eight MCOs used the hybrid method. Measure-eligible population is not available.",Yes
